polity,variable_name,variable_sub_name,value,year_from,year_to,certainty
CnQingE,crisisdb_famine_event,longitude,109.984,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,elevation,52.9,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,latitude,18.389,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,longitude,109.42,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,elevation,210.5,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1789,1789,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,latitude,39.765,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.146,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,elevation,1305.7,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.911,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.572,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,elevation,25,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.166,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,longitude,122,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,elevation,40.3,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,latitude,30.716,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,longitude,103.521,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,elevation,648,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1790,1790,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.782,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,longitude,107.169,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,elevation,1310.6,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.911,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.572,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,elevation,25,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350100029,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.678,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.803,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,elevation,18.5,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1791,1791,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,38.313,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.852,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,12.2,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.881,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.664,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,13.8,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.496,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.253,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,163.3,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130229,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.76,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.636,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,50.9,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.051,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.473,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,80.1,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.36,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.779,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,34.1,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.077,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,115.186,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,33.6,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.311,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,111.74,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,882.9,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.108,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,111.627,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,1005,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.422,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,112.346,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,774.3,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.216,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,111.81,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,570.6,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.222,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,109.888,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,707.7,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.859,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,119.867,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,80.5,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.723,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.705,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,25.7,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.227,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.89,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,elevation,20.3,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1792,1792,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.954,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,longitude,117.257,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,elevation,8.8,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130229,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,latitude,38.013,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.853,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,elevation,9.5,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.051,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.473,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,elevation,80.1,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.046,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.995,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,elevation,33,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.597,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,longitude,117.563,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,elevation,10.9,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1793,1793,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,37.034,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,115.68,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,33.5,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,35.146,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,110.619,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,511.8,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,34.553,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,109.553,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,341.9,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,36.239,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,119.95,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,88,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130229,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,31.407,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,121.496,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,7,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130229,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,29.868,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,118.558,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,265.1,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,29.324,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,117.775,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,138.8,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,28.679,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,116.61,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,13.1,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,28.938,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,117.738,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,80.8,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,25.674,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.187,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,540,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,25.446,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,119.057,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,3.5,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,22.684,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,109.981,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,139.9,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350130029,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,latitude,22.684,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,longitude,109.981,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,elevation,139.9,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Famine,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1794,1794,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,latitude,40.947,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,longitude,115.877,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,elevation,1165.6,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,latitude,34.454,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,longitude,113.722,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,elevation,138,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1644,1644,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,32.541,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,114.482,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,64.2,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,32.039,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,112.124,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,72.5,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,32.173,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,111.483,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,137.4,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,32.09,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,112.76,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,139.7,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,31.672,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,112.359,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,54.7,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,latitude,32.434,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,longitude,111.754,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,elevation,149.1,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1645,1645,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,latitude,30.675,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,longitude,104.235,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,elevation,493.8,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,latitude,30.012,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,longitude,103.423,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,elevation,550.9,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1646,1647,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,latitude,29.64,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,longitude,104.043,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,elevation,403.1,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,magnitude,Heavy,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,duration,No description,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,famine_event,350230029,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,latitude,29.352,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,longitude,108.259,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,elevation,805.4,1646,1646,Evidenced
CnQingE,crisisdb_famine_event,sub_category,Human-Eating,1646,1646,Evidenced
