polity,variable_name,variable_sub_name,value,year_from,year_to,certainty
CnQingE,crisisdb_total_tax,total_amount_of_taxes_collected,55328,1652,1652,Evidenced
CnQingE,crisisdb_total_tax,total_amount_of_taxes_collected,45658,1685,1685,Evidenced
CnQingE,crisisdb_total_tax,total_amount_of_taxes_collected,52412,1724,1724,Evidenced
CnQingE,crisisdb_total_tax,total_amount_of_taxes_collected,76480,1766,1766,Evidenced
CnQingE,crisisdb_total_tax,total_amount_of_taxes_collected,72464,1784,1784,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,1000,1652,1652,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,,1654,1654,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,,1657,1657,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,,1682,1682,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,1220,1685,1685,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,1350,1724,1724,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,1350,1725,1725,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,4590,1748,1748,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,5400,1766,1766,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,,1768,1768,Evidenced
CnQingE,crisisdb_tariff_and_transit,tariff_and_transit,,1791,1791,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,2120,1652,1652,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,2720,1654,1654,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,,1657,1657,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,,1682,1682,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,3880,1685,1685,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,3870,1724,1724,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,4430,1725,1725,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,7010,1748,1748,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,5740,1766,1766,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,,1768,1768,Evidenced
CnQingE,crisisdb_salt_tax,salt_tax,,1791,1791,Evidenced
CnQingE,crisisdb_land_taxes_collected,land_taxes_collected,49795,1652,1652,Evidenced
CnQingE,crisisdb_land_taxes_collected,land_taxes_collected,38809,1685,1685,Evidenced
CnQingE,crisisdb_land_taxes_collected,land_taxes_collected,33550,1724,1724,Evidenced
CnQingE,crisisdb_land_taxes_collected,land_taxes_collected,57360,1766,1766,Evidenced
CnQingE,crisisdb_land_taxes_collected,land_taxes_collected,54348,1784,1784,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,21260,1652,1652,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,14804,1654,1654,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,,1657,1657,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,,1682,1682,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,28230,1685,1685,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,30280,1724,1724,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,30070,1725,1725,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,29640,1748,1748,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,29910,1766,1766,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,,1768,1768,Evidenced
CnQingE,crisisdb_diding_taxes,total_revenue,,1791,1791,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,24380,1652,1652,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,17824,1654,1654,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,25468,1657,1657,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,31100,1682,1682,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,34240,1685,1685,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,36490,1724,1724,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,35850,1725,1725,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,42660,1748,1748,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,42540,1766,1766,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,62497,1768,1768,Evidenced
CnQingE,crisisdb_total_revenue,total_revenue,43590,1791,1791,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1652,1652,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,15219,1654,1654,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1657,1657,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1682,1682,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,29207,1685,1685,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1724,1724,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1725,1725,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,,1748,1748,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,34510,1766,1766,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,42210,1768,1768,Evidenced
CnQingE,crisisdb_total_expenditure,total_expenditure,31770,1791,1791,Evidenced
CnQingE,crisisdb_total_economic_output,total_economic_output,351100,1652,1652,Evidenced
CnQingE,crisisdb_total_economic_output,total_economic_output,461510,1685,1685,Evidenced
CnQingE,crisisdb_total_economic_output,total_economic_output,1047821,1724,1724,Evidenced
CnQingE,crisisdb_total_economic_output,total_economic_output,2098782,1766,1766,Evidenced
CnQingE,crisisdb_total_economic_output,total_economic_output,1936999,1784,1784,Evidenced
CnQingE,crisisdb_land_yield,land_yield,315991,1652,1652,Evidenced
CnQingE,crisisdb_land_yield,land_yield,415359,1685,1685,Evidenced
CnQingE,crisisdb_land_yield,land_yield,890648,1724,1724,Evidenced
CnQingE,crisisdb_land_yield,land_yield,1783965,1766,1766,Evidenced
CnQingE,crisisdb_land_yield,land_yield,1646449,1784,1784,Evidenced
CnQingE,crisisdb_shares_of_world_gdp,shares_of_world_GDP,25,1500,1500,Evidenced
CnQingE,crisisdb_shares_of_world_gdp,shares_of_world_GDP,29.2,1600,1600,Evidenced
CnQingE,crisisdb_shares_of_world_gdp,shares_of_world_GDP,22.3,1700,1700,Evidenced
CnQingE,crisisdb_rate_of_gdp_per_capita_growth,rate_of_GDP_per_capita_growth,0,1500,1820,Evidenced
CnQingE,crisisdb_gdp_total,GDP_total,61800,1500,1500,Evidenced
CnQingE,crisisdb_gdp_total,GDP_total,96000,1600,1600,Evidenced
CnQingE,crisisdb_gdp_total,GDP_total,82800,1700,1700,Evidenced
CnQingE,crisisdb_gdp_per_capita,GDP_per_capita,600,1500,1500,Evidenced
CnQingE,crisisdb_gdp_per_capita,GDP_per_capita,600,1600,1600,Evidenced
CnQingE,crisisdb_gdp_per_capita,GDP_per_capita,600,1700,1700,Evidenced
CnQingE,crisisdb_gdp_growth_rate,GDP_growth_rate,0.41,1500,1820,Evidenced
CnQingE,crisisdb_balance,balance,,1652,1652,Evidenced
CnQingE,crisisdb_balance,balance,2605,1654,1654,Evidenced
CnQingE,crisisdb_balance,balance,,1657,1657,Evidenced
CnQingE,crisisdb_balance,balance,,1682,1682,Evidenced
CnQingE,crisisdb_balance,balance,5033,1685,1685,Evidenced
CnQingE,crisisdb_balance,balance,,1724,1724,Evidenced
CnQingE,crisisdb_balance,balance,,1725,1725,Evidenced
CnQingE,crisisdb_balance,balance,,1748,1748,Evidenced
CnQingE,crisisdb_balance,balance,8030,1766,1766,Evidenced
CnQingE,crisisdb_balance,balance,20288,1768,1768,Evidenced
CnQingE,crisisdb_balance,balance,,1791,1791,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1652,1652,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,300,1654,1654,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1657,1657,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1682,1682,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,910,1685,1685,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,990,1724,1724,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1725,1725,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,1420,1748,1748,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,1490,1766,1766,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1768,1768,Evidenced
CnQingE,crisisdb_misc_incomes,misc_incomes,,1791,1791,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Manchuria and Heilongjiang,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.1,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.191,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,6,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Jilin,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.095,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.16,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,6,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,1,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Shengjing,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.057,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.1,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,13,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Xinjiang,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.097,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.11,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,3,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,0.5,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Rehe,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.066,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.12,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,7,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Beijing,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.077,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.141,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,24,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Tianjin/Baoding,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.071,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.112,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,34,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,23,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Residual Zhili,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.054,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.081,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,82,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.06,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Gansu,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.044,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.054,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,48,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,15.2,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Shanxi,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.054,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.073,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,85,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,13.2,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Shaanxi,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.044,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.054,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,74,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,8.4,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Shandong,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.045,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.073,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,50,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,22.6,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Henan,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.037,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.05,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,106,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,21,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Jiangsu,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.051,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,63,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,31.4,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Zhejiang,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.06,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,63,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,21.7,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Hunan,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.039,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.05,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,10,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,16.2,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Hubei,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Jiangxi,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.03,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Guizhou,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Sichuan,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.048,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.062,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,47,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,8.6,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Yunnan,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.048,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.068,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,84,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.03,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,3.5,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Fujian,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.03,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.05,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,9,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,12,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Guangdong,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,0.05,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,89,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,16,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,worker_wage,worker_wage,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,area,Guangxi,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,skilled_construction,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,number_of_districts_with_available_data,,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,unskilled_arms_manufacturer,0.04,1769,1795,Evidenced
CnQingE,crisisdb_worker_wage,population_in_millions_in_1787,,1769,1795,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,official service in central government or local government,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.14,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,secretarial assistants to high provincial officials,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.16,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,lecturer in large shuyuan,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,secretarial assistants to prefects and counties,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,scholar doctor in local community,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,service as gentry functions,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,teacher in local school,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,-0.09,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,other services,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,1.1,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs with less than shengyuan education,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,skilled labour in silk-reel industry,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,rate_of_return,0.59,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_category,jobs with less than shengyuan education,1750,1750,Evidenced
CnQingE,crisisdb_rate_of_return,job_description,teacher in local primary school,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,3500,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,official service in central government or local government,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,1000,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,secretarial assistants to high provincial officials,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,250,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring jinshi or juren examinations,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,lecturer in large shuyuan,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,100,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,secretarial assistants to prefects and counties,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,80,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,scholar doctor in local community,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,80,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,service as gentry functions,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,70,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,teacher in local school,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,annual_wages,70,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_category,jobs requiring shengyuan examination,1750,1750,Evidenced
CnQingE,crisisdb_annual_wages,job_description,other services,1750,1750,Evidenced
